ostta	atha
ostta15g02870	AT3G53020
ostta15g02875	AT4G08280
ostta15g02880	AT2G31450
ostta15g02890	AT3G19830
ostta15g02900	AT1G32470
ostta15g02905	AT1G05205
ostta15g02930	AT1G50380
ostta16g00020	AT1G79350
ostta16g00030	AT5G64240
ostta16g00040	AT1G64400
ostta16g00050	AT1G24610
ostta16g00060	AT4G32390
ostta16g00070	AT3G61110
ostta16g00100	AT5G38720
ostta16g00170	AT5G58070
ostta16g00180	AT3G02280
ostta16g00200	AT1G47550
ostta16g00210	AT2G32590
ostta16g00220	AT2G25290
ostta16g00240	AT1G67580
ostta16g00250	AT1G27900
ostta16g00260	AT1G04190
ostta16g00270	AT1G14650
ostta16g00290	AT5G09650
ostta16g00300	AT2G27100
ostta16g00320	AT1G18170
ostta16g00330	AT1G07320
ostta16g00360	AT3G24010
ostta16g00380	AT1G64970
ostta16g00390	AT3G59810
ostta16g00400	AT5G16210
ostta16g00405	AT4G36420
ostta16g00420	AT2G04700
ostta16g00430	AT3G12110
ostta16g00440	AT1G69830
ostta16g00450	AT5G01530
ostta16g00470	AT3G55040
ostta16g00480	AT5G56350
ostta16g00515	AT2G30350
ostta16g00520	AT3G55410
ostta16g00530	AT3G04400
ostta16g00540	AT1G14270
ostta16g00545	AT1G47830
ostta16g00550	AT5G08570
ostta16g00560	AT3G59890
ostta16g00580	AT1G77020
ostta16g00590	AT4G14210
ostta16g00600	AT1G50240
ostta16g00610	AT4G25730
ostta16g00620	AT4G37280
ostta16g00630	AT4G08540
ostta16g00640	AT2G27490
ostta16g00650	AT4G28660
ostta16g00660	AT1G08550
ostta16g00670	AT5G67030
ostta16g00690	AT3G54350
ostta16g00700	AT1G17690
ostta16g00710	AT2G22250
ostta16g00730	AT1G24040
ostta16g00740	AT5G09900
ostta16g00765	AT1G31340
ostta16g00780	AT4G05420
ostta16g00820	AT4G35335
ostta16g00830	AT5G64580
ostta16g00850	AT5G49800
ostta16g00870	AT3G58180
ostta16g00880	AT5G12190
ostta16g00910	AT3G51520
ostta16g00920	AT4G26570
ostta16g00930	AT4G22260
ostta16g00980	AT5G51140
ostta16g00990	AT2G03820
ostta16g01010	AT1G53000
ostta16g01020	AT1G34065
ostta16g01040	AT3G21160
ostta16g01050	AT5G40440
ostta16g01060	AT3G20670
ostta16g01070	AT5G16690
ostta16g01090	AT4G18770
ostta16g01095	AT5G64840
ostta16g01100	AT5G06060
ostta16g01110	AT3G19900
ostta16g01120	AT5G51170
ostta16g01145	AT5G60790
ostta16g01150	AT2G18250
ostta16g01170	AT2G17250
ostta16g01180	AT5G42820
ostta16g01190	AT1G79020
ostta16g01200	AT1G79950
ostta16g01210	AT5G18230
ostta16g01230	AT5G26040
ostta16g01240	AT3G24320
ostta16g01250	AT3G48780
ostta16g01260	AT3G09580
ostta16g01270	AT2G44750
ostta16g01280	AT1G02140
ostta16g01290	AT3G16260
ostta16g01300	AT1G05500
ostta16g01310	AT3G63460
ostta16g01320	AT4G11270
ostta16g01340	AT4G16110
ostta16g01370	AT1G63660
ostta16g01390	AT5G18070
ostta16g01410	AT3G09630
ostta16g01440	AT1G79600
ostta16g01450	AT2G42910
ostta16g01460	AT3G13310
ostta16g01470	AT5G43860
ostta16g01480	AT4G31790
ostta16g01490	AT5G64816
ostta16g01500	AT5G09350
ostta16g01540	AT3G62040
ostta16g01550	AT1G50170
ostta16g01560	AT1G11720
ostta16g01570	AT5G14260
ostta16g01580	AT5G09290
ostta16g01590	AT1G49380
ostta16g01595	AT2G25740
ostta16g01610	AT1G68730
ostta16g01620	AT4G05180
ostta16g01650	AT5G37590
ostta16g01660	AT2G15910
ostta16g01670	AT1G09690
ostta16g01680	AT3G54010
ostta16g01690	AT5G24420
ostta16g01700	AT1G14980
ostta16g01710	AT5G19330
ostta16g01720	ATCG00050
ostta16g01730	AT5G27700
ostta16g01750	AT1G29630
ostta16g01760	AT5G61770
ostta16g01770	AT5G24510
ostta16g01780	AT3G18680
ostta16g01790	AT5G01500
ostta16g01795	AT4G37830
ostta16g01810	AT5G17670
ostta16g01820	AT1G28210
ostta16g01830	AT5G16780
ostta16g01850	AT5G04520
ostta16g01870	AT4G04330
ostta16g01885	AT5G26040
ostta16g01890	AT3G42850
ostta16g01900	AT3G01060
ostta16g01910	AT2G26930
ostta16g01920	AT4G15510
ostta16g01930	AT3G02510
ostta16g01940	AT4G02070
ostta16g01950	AT3G02510
ostta16g01960	AT1G42470
ostta16g01970	AT1G19600
ostta16g01990	AT1G18260
ostta16g02000	AT5G20165
ostta16g02010	AT1G76630
ostta16g02015	AT4G37640
ostta16g02020	AT1G16570
ostta16g02040	AT2G39190
ostta16g02045	AT1G21710
ostta16g02060	AT1G28560
ostta16g02065	AT4G12590
ostta16g02070	AT1G08190
ostta16g02075	AT1G01920
ostta16g02080	AT3G48560
ostta16g02090	AT5G19750
ostta16g02100	AT3G12280
ostta16g02110	AT1G15660
ostta16g02140	AT5G35930
ostta16g02150	AT4G24450
ostta16g02170	AT1G63940
ostta16g02180	AT4G21090
ostta16g02200	AT2G04550
ostta16g02220	AT3G04780
ostta16g02230	AT5G46630
ostta16g02240	AT5G60070
ostta16g02245	AT3G22630
ostta16g02250	AT1G73820
ostta16g02260	AT2G39570
ostta16g02270	AT1G61670
ostta16g02280	AT1G69420
ostta16g02300	AT3G12750
ostta16g02310	AT2G40100
ostta16g02330	AT4G13870
ostta16g02340	AT4G38640
ostta16g02345	AT5G11230
ostta16g02347	AT1G59990
ostta16g02370	AT4G31880
ostta16g02375	AT2G30320
ostta16g02390	AT5G06160
ostta16g02400	AT1G18660
ostta16g02410	AT3G55490
ostta16g02415	AT4G39970
ostta16g02420	AT3G03500
ostta16g02430	AT3G61320
ostta16g02450	AT5G58780
ostta16g02470	AT4G28740
ostta16g02480	AT3G01180
ostta16g02490	AT2G31660
ostta16g02500	AT4G36210
ostta16g02510	AT3G05420
ostta16g02520	AT5G27630
ostta16g02540	AT5G58140
ostta16g02550	AT3G03790
ostta16g02560	AT4G24830
ostta16g02570	AT1G53590
ostta16g02575	AT5G27400
ostta16g02580	AT1G60660
ostta16g02590	AT1G16720
ostta16g02600	AT3G04830
ostta16g02610	AT3G03100
ostta16g02620	AT1G16010
ostta16g02630	AT4G20350
ostta16g02660	AT3G11900
ostta16g02680	AT1G67930
ostta16g02690	AT3G44880
ostta16g02710	AT5G19660
ostta17g00010	AT2G26140
ostta17g00020	AT1G78570
ostta17g00030	AT4G24520
ostta17g00040	AT3G51740
ostta17g00050	AT4G24190
ostta17g00060	AT3G11620
ostta17g00065	AT1G61290
ostta17g00067	AT1G54140
ostta17g00070	AT2G18040
ostta17g00090	AT3G03420
ostta17g00100	AT3G59400
ostta17g00120	AT1G68080
ostta17g00130	AT3G14930
ostta17g00140	AT3G09250
ostta17g00150	AT1G18170
ostta17g00165	AT2G31040
ostta17g00170	AT1G11670
ostta17g00200	AT2G43760
ostta17g00210	AT2G39140
ostta17g00220	AT4G01270
ostta17g00250	AT4G04940
ostta17g00260	AT5G64350
ostta17g00270	AT1G79890
ostta17g00280	AT3G62940
ostta17g00300	AT3G45770
ostta17g00310	AT1G60950
ostta17g00330	AT3G43300
ostta17g00350	AT2G02740
ostta17g00360	AT2G16930
ostta17g00380	AT5G60070
ostta17g00390	AT1G56345
ostta17g00410	AT3G48540
ostta17g00430	AT1G01090
ostta17g00450	AT1G75430
ostta17g00460	AT2G03430
ostta17g00470	AT1G12600
ostta17g00480	AT1G18770
ostta17g00500	AT1G63080
ostta17g00510	AT1G69520
ostta17g00520	AT5G13500
ostta17g00530	AT5G41060
ostta17g00540	AT5G19150
ostta17g00550	AT1G30580
ostta17g00560	AT5G28080
ostta17g00570	AT1G30380
ostta17g00580	AT3G53410
ostta17g00590	AT3G20740
ostta17g00620	AT3G56570
ostta17g00640	AT1G25260
ostta17g00650	AT3G60340
ostta17g00680	AT3G19440
ostta17g00690	AT5G43920
ostta17g00720	AT1G79870
ostta17g00740	AT4G14500
ostta17g00770	AT3G08720
ostta17g00780	AT3G19080
ostta17g00790	AT5G03760
ostta17g00800	AT1G53540
ostta17g00810	AT5G19980
ostta17g00820	AT4G14320
ostta17g00840	AT1G14620
ostta17g00850	AT3G61420
ostta17g00860	AT1G02475
ostta17g00870	AT2G35610
ostta17g00890	AT3G42660
ostta17g00910	AT5G63000
ostta17g00920	AT1G21370
ostta17g00940	AT4G02900
ostta17g00950	AT5G60750
ostta17g00960	AT1G26110
ostta17g00970	AT1G79010
ostta17g00980	AT3G50860
ostta17g00990	AT4G28060
ostta17g01010	AT5G24400
ostta17g01020	AT1G79510
ostta17g01035	AT5G45040
ostta17g01060	AT5G35690
ostta17g01070	AT3G51870
ostta17g01080	AT2G47760
ostta17g01100	AT4G37970
ostta17g01110	AT3G16380
ostta17g01120	AT1G32520
ostta17g01130	AT2G04550
ostta17g01150	AT5G60620
ostta17g01160	AT3G27740
ostta17g01170	AT2G21530
ostta17g01180	AT5G03900
ostta17g01200	AT4G24550
ostta17g01210	AT2G28315
ostta17g01230	AT1G27320
ostta17g01250	AT1G28550
ostta17g01260	AT4G24090
ostta17g01270	AT5G58420
ostta17g01280	AT1G12230
ostta17g01290	AT5G11650
ostta17g01300	AT4G10070
ostta17g01310	AT2G38025
ostta17g01340	AT2G21340
ostta17g01350	AT1G59359
ostta17g01360	AT3G24430
ostta17g01370	AT3G03120
ostta17g01380	AT3G02810
ostta17g01390	AT1G12410
ostta17g01400	AT1G78510
ostta17g01410	AT5G01220
ostta17g01440	AT5G30495
ostta17g01480	AT1G16960
ostta17g01490	AT2G28390
ostta17g01500	AT1G51710
ostta17g01510	AT1G13160
ostta17g01520	AT2G18465
ostta17g01550	AT3G26410
ostta17g01570	AT1G53300
ostta17g01580	AT5G09570
ostta17g01600	AT3G23620
ostta17g01610	AT3G10690
ostta17g01620	AT5G12220
ostta17g01640	AT5G13680
ostta17g01650	AT5G40810
ostta17g01660	AT5G45600
ostta17g01690	AT5G04440
ostta17g01710	AT3G15520
ostta17g01720	AT1G48950
ostta17g01730	AT5G15400
ostta17g01750	AT2G38730
ostta17g01760	AT1G54290
ostta17g01780	AT4G35640
ostta17g01790	AT5G06130
ostta17g01800	AT5G50210
ostta17g01810	AT3G10060
ostta17g01820	AT3G01610
ostta17g01830	AT5G66750
ostta17g01835	AT1G69390
ostta17g01870	AT1G77940
ostta17g01880	AT5G19850
ostta17g01890	AT5G58410
ostta17g01910	AT5G20660
ostta17g01920	AT3G54110
ostta17g01930	AT3G12120
ostta17g01940	AT3G13530
ostta17g01950	AT3G23510
ostta17g01990	AT1G61250
ostta17g02000	AT1G77300
ostta17g02007	AT1G56300
ostta17g02008	AT5G59740
ostta17g02010	AT3G15850
ostta17g02020	AT4G28830
ostta17g02030	AT3G12580
ostta17g02070	AT4G29160
ostta17g02080	AT5G04040
ostta17g02090	AT2G42790
ostta17g02110	AT5G51110
ostta17g02120	AT3G16260
ostta17g02130	AT1G06690
ostta17g02140	AT5G62560
ostta17g02150	AT4G11440
ostta17g02160	AT3G01540
ostta17g02170	AT1G68890
ostta17g02185	AT3G02710
ostta17g02190	AT5G42540
ostta17g02200	AT2G39140
ostta17g02220	AT5G06360
ostta17g02230	AT5G22790
ostta17g02240	AT5G64670
ostta17g02250	AT5G24000
ostta17g02260	AT4G15790
ostta17g02290	AT5G44520
ostta17g02300	AT5G35560
ostta17g02305	AT3G46940
ostta17g02320	AT5G40870
ostta17g02325	AT1G31500
ostta17g02340	AT1G44790
ostta17g02350	AT3G14130
ostta17g02360	AT5G60540
ostta17g02365	AT4G39170
ostta17g02370	AT4G39170
ostta17g02390	AT4G00030
ostta17g02410	AT1G31780
ostta18g00050	AT3G07670
ostta18g00060	AT3G26060
ostta18g00070	AT4G00560
ostta18g00080	AT5G24350
ostta18g00100	AT5G19500
ostta18g00120	AT1G60990
ostta18g00140	AT1G25682
ostta18g00160	AT5G48240
ostta18g00170	AT5G06770
ostta18g00180	AT3G05210
ostta18g00190	AT1G28100
ostta18g00200	AT2G41680
ostta18g00210	AT3G03750
ostta18g00245	AT2G14110
ostta18g00250	AT3G09080
ostta18g00260	AT1G03210
ostta18g00290	AT1G04730
ostta18g00310	AT5G21160
ostta18g00320	AT2G31890
ostta18g00330	AT5G04740
ostta18g00340	AT4G33970
ostta18g00360	AT5G47560
ostta18g00370	AT3G10410
ostta18g00400	AT1G07180
ostta18g00420	AT1G14310
ostta18g00430	AT4G10070
ostta18g00450	AT3G57360
ostta18g00480	AT1G72550
ostta18g00490	AT3G24870
ostta18g00530	AT3G05430
ostta18g00550	AT1G79230
ostta18g00555	AT4G39330
ostta18g00560	AT3G09920
ostta18g00580	AT2G17190
ostta18g00590	AT3G25920
ostta18g00610	AT3G15150
ostta18g00620	AT5G64290
ostta18g00630	ATCG00810
ostta18g00640	AT2G43780
ostta18g00660	AT2G44920
ostta18g00670	AT3G23510
ostta18g00680	AT1G20370
ostta18g00690	AT4G03560
ostta18g00710	AT4G03560
ostta18g00720	AT3G43810
ostta18g00730	AT2G19470
ostta18g00740	AT3G51050
ostta18g00750	AT2G25970
ostta18g00770	AT2G17972
ostta18g00780	AT4G32560
ostta18g00790	AT5G55940
ostta18g00800	AT4G30010
ostta18g00810	AT1G12640
ostta18g00820	AT1G60950
ostta18g00830	AT2G41460
ostta18g00850	AT4G38225
ostta18g00860	AT3G56290
ostta18g00900	AT2G28880
ostta18g00910	AT5G19980
ostta18g00920	AT5G38480
ostta18g00930	AT1G19880
ostta18g00940	AT1G50480
ostta18g00950	AT2G42700
ostta18g00960	AT5G19820
ostta18g00980	AT1G01930
ostta18g01000	AT2G21960
ostta18g01010	AT3G14390
ostta18g01030	AT1G31410
ostta18g01040	AT3G16060
ostta18g01050	AT5G01960
ostta18g01060	AT5G28840
ostta18g01090	AT2G13360
ostta18g01100	AT1G54310
ostta18g01110	AT3G19980
ostta18g01130	AT5G16280
ostta18g01140	AT1G62620
ostta18g01150	AT5G43100
ostta18g01160	AT5G23690
ostta18g01180	AT1G28710
ostta18g01190	AT5G64610
ostta18g01200	AT1G18160
ostta18g01210	AT4G04330
ostta18g01220	AT5G23710
ostta18g01230	AT1G61520
ostta18g01250	AT4G05390
ostta18g01260	AT5G67370
ostta18g01280	AT1G77390
ostta18g01300	AT3G15380
ostta18g01310	AT2G41700
ostta18g01320	AT5G50950
ostta18g01330	AT5G52970
ostta18g01340	AT3G60210
ostta18g01350	AT3G48850
ostta18g01360	AT2G32150
ostta18g01370	AT1G27510
ostta18g01380	AT1G65290
ostta18g01390	AT1G18480
ostta18g01400	AT2G32760
ostta18g01410	AT2G23820
ostta18g01420	AT1G11670
ostta18g01430	AT5G25770
ostta18g01440	AT5G08020
ostta18g01460	AT4G39880
ostta18g01490	AT1G19485
ostta18g01500	AT1G02100
ostta18g01510	AT3G21580
ostta18g01520	AT4G29590
ostta18g01540	AT2G38570
ostta18g01550	AT4G35250
ostta18g01570	AT1G77390
ostta18g01580	AT5G64520
ostta18g01590	AT3G05000
ostta18g01600	AT3G30380
ostta18g01610	AT2G26670
ostta18g01620	AT1G06670
ostta18g01640	AT4G27940
ostta18g01650	AT3G50590
ostta18g01660	AT1G78280
ostta18g01680	AT3G57000
ostta18g01700	AT5G23040
ostta18g01720	AT5G35980
ostta18g01750	AT1G77670
ostta18g01770	AT3G44150
ostta18g01810	AT3G13225
ostta18g01820	AT5G12410
ostta18g01850	AT5G51510
ostta18g01860	AT1G03475
ostta18g01865	AT2G35360
ostta18g01880	AT5G38410
ostta18g01890	AT5G38410
ostta18g01910	AT1G51560
ostta18g01930	AT5G48810
ostta18g01940	AT5G09550
ostta18g01945	AT1G53540
ostta18g01950	AT5G11050
ostta18g01970	AT1G67080
ostta19g00110	AT1G78570
ostta19g00140	AT5G11230
ostta19g00170	AT4G32520
ostta19g00270	AT2G26680
ostta19g00370	AT5G19980
ostta19g00385	AT2G13770
ostta19g00395	AT4G23160
ostta19g00400	AT5G11230
ostta19g00420	AT1G76340
ostta19g00450	AT3G05660
ostta19g00470	AT2G38740
ostta19g00490	AT5G11230
ostta19g00515	AT4G23160
ostta19g00600	AT2G30460
ostta19g00045	AT1G77600
ostta19g00630	AT3G62720
ostta02g00020	AT1G60560
ostta02g00030	AT1G49710
ostta02g00037	AT3G55350
ostta02g00087	AT5G64150
ostta02g00093	AT4G24440
ostta02g00100	AT1G52740
ostta02g00110	AT3G22110
ostta02g00130	AT3G24170
ostta02g00150	AT1G44110
ostta02g00160	AT5G46290
ostta02g00170	AT5G46290
ostta02g00180	AT5G46290
ostta02g00200	AT3G06460
ostta02g00240	AT2G32070
ostta02g00250	AT2G44860
ostta02g00270	AT1G24706
ostta02g00277	AT3G55350
ostta02g00300	AT5G51940
ostta02g00320	AT1G29810
ostta02g00340	AT1G32200
ostta02g00360	AT1G03000
ostta02g00370	AT4G30600
ostta02g00380	AT4G17040
ostta02g00390	AT2G45000
ostta02g00410	AT5G14050
ostta02g00430	AT2G40360
ostta02g00460	AT5G01920
ostta02g00480	AT5G20570
ostta02g00490	AT3G12530
ostta02g00500	AT5G22010
ostta02g00520	AT4G28030
ostta02g00540	AT2G35810
ostta02g00555	AT1G77470
ostta02g00562	AT3G55620
ostta02g00580	AT4G12800
ostta02g00600	AT3G49000
ostta02g00610	AT5G08680
ostta02g00630	AT5G58130
ostta02g00640	AT3G57150
ostta02g00650	AT3G49660
ostta02g00670	AT3G46740
ostta02g00680	AT1G12650
ostta02g00690	AT5G46280
ostta02g00710	AT5G46290
ostta02g00720	AT5G46290
ostta02g00730	AT3G63520
ostta02g00740	AT5G06240
ostta02g00750	AT5G63890
ostta02g00800	AT5G46290
ostta02g00810	AT1G79470
ostta02g00860	AT1G78800
ostta02g00880	AT2G15430
ostta02g00890	AT2G37600
ostta02g00900	AT3G25660
ostta02g00920	AT4G30110
ostta02g00930	AT5G05700
ostta02g00940	AT1G32380
ostta02g00950	AT1G48520
ostta02g00960	AT4G28200
ostta02g00970	AT4G22970
ostta02g00980	AT3G53500
ostta02g01010	AT2G24090
ostta02g01020	AT5G42020
ostta02g01030	AT4G30990
ostta02g01040	AT5G64150
ostta02g01050	AT1G29630
ostta02g01060	AT1G05500
ostta02g01070	AT4G08960
ostta02g01080	AT5G09770
ostta02g01100	AT4G17550
ostta02g01120	AT1G23280
ostta02g01130	AT3G12810
ostta02g01140	AT4G26300
ostta02g01160	AT1G77180
ostta02g01170	AT4G17020
ostta02g01180	AT1G31500
ostta02g01190	AT4G23100
ostta02g01210	AT5G20160
ostta02g01230	AT1G78010
ostta02g01240	AT5G02790
ostta02g01250	AT4G26500
ostta02g01260	AT5G08565
ostta02g01270	AT1G09130
ostta02g01290	AT3G61770
ostta02g01320	AT5G49910
ostta02g01330	AT5G18180
ostta02g01350	AT5G47080
ostta02g01360	AT1G56050
ostta02g01370	AT4G33945
ostta02g01390	AT2G40290
ostta02g01400	AT3G09800
ostta02g01410	AT3G56650
ostta02g01420	AT4G03240
ostta02g01430	AT1G30550
ostta02g01440	AT4G24810
ostta02g01460	AT1G47250
ostta02g01480	AT4G14540
ostta02g01490	AT1G09630
ostta02g01510	AT3G44680
ostta02g01520	AT5G05620
ostta02g01550	AT1G55460
ostta02g01560	AT1G60560
ostta02g01590	AT5G59230
ostta02g01600	AT4G38920
ostta02g01610	AT5G51710
ostta02g01640	AT2G47450
ostta02g01660	AT2G30260
ostta02g01670	AT2G38695
ostta02g01680	AT2G03690
ostta02g01690	AT5G10330
ostta02g01710	AT5G53040
ostta02g01725	AT4G19070
ostta02g01730	AT4G15560
ostta02g01770	AT3G16980
ostta02g01780	AT5G41010
ostta02g01790	AT3G58140
ostta02g01810	AT1G71697
ostta02g01840	AT5G46290
ostta02g01850	AT5G23070
ostta02g01860	AT5G15540
ostta02g01870	AT1G68580
ostta02g01890	AT4G26550
ostta02g01900	AT3G48190
ostta02g01910	AT4G24280
ostta02g01920	AT3G25040
ostta02g01930	AT4G31780
ostta02g01950	AT1G47870
ostta02g01960	AT1G17880
ostta02g01970	AT4G10320
ostta02g01980	AT1G15710
ostta02g02000	AT2G25710
ostta02g02010	AT4G02060
ostta02g02020	AT4G01395
ostta02g02030	AT1G16280
ostta02g02090	AT5G55220
ostta02g02110	AT3G09350
ostta02g02120	AT4G02485
ostta02g02130	AT1G32340
ostta02g02140	AT5G09790
ostta02g02150	AT1G19130
ostta02g02180	AT1G04620
ostta02g02200	AT4G18040
ostta02g02210	AT5G52910
ostta02g02240	AT1G27980
ostta02g02270	AT3G02660
ostta02g02280	AT1G77090
ostta02g02290	AT1G29940
ostta02g02310	AT1G02560
ostta02g02320	AT2G30570
ostta02g02330	AT4G27800
ostta02g02340	AT2G03667
ostta02g02360	AT5G40580
ostta02g02370	AT5G36880
ostta02g02380	AT5G45930
ostta02g02400	AT3G28710
ostta02g02420	AT4G34450
ostta02g02440	AT2G28305
ostta02g02450	AT5G08060
ostta02g02460	AT3G26570
ostta02g02470	AT5G58040
ostta02g02480	AT4G30100
ostta02g02490	AT1G15440
ostta02g02500	AT5G67030
ostta02g02510	AT1G74470
ostta02g02520	AT3G61530
ostta02g02530	AT4G03120
ostta02g02550	AT4G19600
ostta02g02560	AT2G06520
ostta02g02570	AT3G56150
ostta02g02580	AT4G38130
ostta02g02630	AT1G72040
ostta02g02650	AT4G13430
ostta02g02660	AT5G20520
ostta02g02670	AT4G21800
ostta02g02680	AT4G23460
ostta02g02700	AT3G16780
ostta02g02710	AT2G18950
ostta02g02720	AT1G15140
ostta02g02730	AT3G61320
ostta02g02740	AT3G15080
ostta02g02750	AT3G61620
ostta02g02760	AT4G17620
ostta02g02780	AT3G16260
ostta02g02790	AT3G62190
ostta02g02800	AT3G56340
ostta02g02810	AT1G73320
ostta02g02820	AT1G69680
ostta02g02830	AT3G54010
ostta02g02840	AT5G15770
ostta02g02860	AT3G12780
ostta02g02870	AT1G79530
ostta02g02890	AT3G06170
ostta02g02900	AT3G45880
ostta02g02910	AT4G28540
ostta02g02920	AT5G09860
ostta02g02930	AT5G18440
ostta02g03000	AT1G79150
ostta02g03020	AT3G59500
ostta02g03030	AT2G21060
ostta02g03040	AT1G04290
ostta02g03060	AT3G29240
ostta02g03070	AT5G10170
ostta02g03090	AT3G11920
ostta02g03100	AT4G25000
ostta02g03110	AT5G09250
ostta02g03120	AT5G42150
ostta02g03140	AT3G15190
ostta02g03170	AT5G64250
ostta02g03180	AT5G14580
ostta02g03200	AT1G11880
ostta02g03250	AT5G06600
ostta02g03260	AT3G11510
ostta02g03280	AT5G50260
ostta02g03290	AT3G56160
ostta02g03330	AT3G47470
ostta02g03350	AT4G38630
ostta02g03355	AT5G08410
ostta02g03360	AT5G64860
ostta02g03370	AT3G08730
ostta02g03390	AT1G73430
ostta02g03400	AT3G56090
ostta02g03410	AT3G56690
ostta02g03420	AT3G15220
ostta02g03430	AT5G63960
ostta02g03440	AT5G49300
ostta02g03450	AT5G64630
ostta02g03460	AT4G28680
ostta02g03470	AT4G21530
ostta02g03490	AT5G17020
ostta02g03500	AT1G03530
ostta02g03520	AT2G32450
ostta02g03540	AT1G29850
ostta02g03550	AT3G21070
ostta02g03560	AT4G24570
ostta02g03570	AT5G40280
ostta02g03590	AT1G19990
ostta02g03610	AT3G57060
ostta02g03620	AT4G28220
ostta02g03630	AT1G72320
ostta02g03640	AT1G48850
ostta02g03660	AT5G08335
ostta02g03670	AT2G18760
ostta02g03710	AT4G11640
ostta02g03720	AT2G25760
ostta02g03750	AT4G25315
ostta02g03760	AT5G42770
ostta02g03770	AT1G03750
ostta02g03780	AT5G57015
ostta02g03790	AT1G16810
ostta02g03800	AT5G53310
ostta02g03810	AT3G59980
ostta02g03830	AT4G17830
ostta02g03840	AT5G60040
ostta02g03860	AT2G20260
ostta02g03870	AT2G17340
ostta02g03880	AT5G24020
ostta02g03890	AT2G17520
ostta02g03900	AT5G23535
ostta02g03930	AT1G34000
ostta02g03950	AT4G33210
ostta02g03957	AT3G10940
ostta02g03960	AT4G21660
ostta02g03980	AT3G53580
ostta02g04000	AT5G16260
ostta02g04010	AT1G07840
ostta02g04020	AT1G29150
ostta02g04030	AT1G50920
ostta02g04050	AT4G14790
ostta02g04070	AT4G39850
ostta02g04080	AT5G53480
ostta02g04090	AT2G30800
ostta02g04100	AT3G08840
ostta02g04120	AT3G63190
ostta02g04130	AT1G04130
ostta02g04140	AT3G04950
ostta02g04150	AT4G36390
ostta02g04180	AT3G13235
ostta02g04200	AT1G66120
ostta02g04220	AT4G13920
ostta02g04230	AT1G16800
ostta02g04240	AT4G23430
ostta02g04260	AT3G16270
ostta02g04270	AT2G24940
ostta02g04280	AT3G04890
ostta02g04290	AT2G39990
ostta02g04300	AT1G18790
ostta02g04310	AT1G59725
ostta02g04320	AT5G58060
ostta02g04325	AT2G14110
ostta02g04340	AT1G67730
ostta02g04360	AT4G15530
ostta02g04390	AT4G16720
ostta02g04400	AT3G57630
ostta02g04430	AT1G55480
ostta02g04440	AT1G64970
ostta02g04450	AT1G32220
ostta02g04460	AT2G04540
ostta02g04470	AT2G38280
ostta02g04500	AT4G32400
ostta02g04540	AT3G02570
ostta02g04560	AT2G43030
ostta02g04570	AT4G17090
ostta02g04600	AT3G48110
ostta02g04610	AT3G14050
ostta02g04620	AT2G35610
ostta02g04650	AT3G44890
ostta02g04660	AT1G77240
ostta02g04670	AT3G13290
ostta02g04680	AT5G30510
ostta02g04700	AT3G26070
ostta02g04710	AT5G08470
ostta02g04760	AT5G46800
ostta02g04790	AT5G18900
ostta02g04800	AT3G54890
ostta02g04810	AT3G10900
ostta02g04817	AT5G52660
ostta02g04820	AT4G26910
ostta02g04830	AT1G11390
ostta02g04860	AT1G15730
ostta02g04870	AT1G76050
ostta02g04880	AT4G31040
ostta02g04890	AT5G26240
ostta02g04900	AT5G51130
ostta02g04910	AT3G04460
ostta02g04920	AT3G62400
ostta02g04950	AT1G32130
ostta02g04970	AT1G08110
ostta02g04980	AT3G05410
ostta02g04990	AT4G11120
ostta02g05020	AT1G33810
ostta02g05030	AT3G16010
ostta02g05060	AT1G03310
ostta02g05070	AT1G64790
ostta02g05080	AT3G09100
ostta02g05115	AT4G10130
ostta02g05130	AT4G28706
ostta02g05140	AT2G45310
ostta02g05160	AT4G15940
ostta02g05170	AT4G19100
ostta02g05190	AT3G52250
ostta02g05200	AT1G15390
ostta02g05210	AT4G04885
ostta02g05220	AT2G35790
ostta02g05230	AT3G12260
ostta02g05250	AT4G20280
ostta02g05270	AT1G54520
ostta02g05280	AT2G39140
ostta02g05330	AT2G26680
ostta02g05340	AT1G08380
ostta02g05350	AT2G26420
ostta02g05360	AT5G42420
ostta02g05370	AT4G35490
ostta02g05380	AT5G41760
ostta02g05390	AT2G18900
ostta02g05400	AT3G62840
ostta02g05470	AT4G10050
ostta02g05480	AT5G13510
ostta02g05490	AT1G50310
ostta02g05510	AT3G12120
ostta02g05520	AT1G01290
ostta02g05530	AT1G58060
ostta02g05550	AT1G26570
ostta20g00010	AT1G07710
ostta20g00020	AT1G73320
ostta20g00030	AT2G30200
ostta20g00050	AT3G08950
ostta20g00060	AT1G32330
ostta20g00080	AT3G48730
ostta20g00100	AT3G10900
ostta20g00110	AT3G51800
ostta20g00120	AT5G28500
ostta20g00130	AT4G34670
ostta20g00140	AT1G51980
ostta20g00160	AT2G45740
ostta20g00180	AT2G38490
ostta20g00200	AT4G13510
ostta20g00210	AT5G10460
ostta20g00260	AT3G56190
ostta20g00270	AT2G36130
ostta20g00280	AT1G12250
ostta20g00290	AT2G18960
ostta20g00300	AT3G17465
ostta20g00310	AT2G31040
ostta20g00320	AT4G38570
ostta20g00330	AT5G19910
ostta20g00360	AT4G12130
ostta20g00370	AT5G61150
ostta20g00420	AT4G02580
